Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If yes, has exposure to this hazard (landslide) increased your need to access health, education or water and sanitation services?",exposed_to_landslide_yes,no,1,1,refugee,,,select_one,Household
"If yes, has exposure to this hazard (heat wave) increased your need to access health, education or water and sanitation services?",exposed_to_heatwave_yes,yes,1,3,refugee,,,select_one,Household
"If yes, which ones?",heatwave_exposed_sector,health,0.33,1,refugee,,,select_multiple,Household
"If yes, which ones?",heatwave_exposed_sector,wash,0.67,2,refugee,,,select_multiple,Household
"If yes, has exposure to this hazard (water scarcity) increased your need to access health, education  or water and sanitation services?",exposed_to_water_scarcity_yes,no,1,1,refugee,,,select_one,Household
 There is a woman present in the HH who we could ask a short set of questions?,specifique_question,dk,0.01,1,refugee,,,select_one,Household
 There is a woman present in the HH who we could ask a short set of questions?,specifique_question,dwta,0.01,2,refugee,,,select_one,Household
 There is a woman present in the HH who we could ask a short set of questions?,specifique_question,no,0.65,124,refugee,,,select_one,Household
 There is a woman present in the HH who we could ask a short set of questions?,specifique_question,yes,0.34,64,refugee,,,select_one,Household
"In the past 12 months, are there specific health services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",fem_unable_seek_health_cult_barriers,dwta,0.02,1,refugee,,,select_one,Household
"In the past 12 months, are there specific health services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",fem_unable_seek_health_cult_barriers,no,0.62,40,refugee,,,select_one,Household
"In the past 12 months, are there specific health services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",fem_unable_seek_health_cult_barriers,yes,0.36,23,refugee,,,select_one,Household
Are you aware of what health services are available in your locality?,aware_of_health_services,dk,0.02,1,refugee,,,select_one,Household
Are you aware of what health services are available in your locality?,aware_of_health_services,dwta,0.03,2,refugee,,,select_one,Household
Are you aware of what health services are available in your locality?,aware_of_health_services,no,0.12,8,refugee,,,select_one,Household
Are you aware of what health services are available in your locality?,aware_of_health_services,yes,0.83,53,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing health services?,safety_security_risks,dwta,0.03,2,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing health services?,safety_security_risks,no,0.84,54,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing health services?,safety_security_risks,yes,0.12,8,refugee,,,select_one,Household
Are you and other female members of your household aware of the availability of any health or general care services for survivors of SGBV?,sgbv_services,dk,0.03,2,refugee,,,select_one,Household
Are you and other female members of your household aware of the availability of any health or general care services for survivors of SGBV?,sgbv_services,dwta,0.05,3,refugee,,,select_one,Household
Are you and other female members of your household aware of the availability of any health or general care services for survivors of SGBV?,sgbv_services,no,0.58,37,refugee,,,select_one,Household
Are you and other female members of your household aware of the availability of any health or general care services for survivors of SGBV?,sgbv_services,yes,0.34,22,refugee,,,select_one,Household
"If you were to require SGBV services, do you and other female members of your HH have the information you would need to access them?",sgbv_services_info,dk,0.05,3,refugee,,,select_one,Household
"If you were to require SGBV services, do you and other female members of your HH have the information you would need to access them?",sgbv_services_info,dwta,0.03,2,refugee,,,select_one,Household
"If you were to require SGBV services, do you and other female members of your HH have the information you would need to access them?",sgbv_services_info,no,0.66,42,refugee,,,select_one,Household
"If you were to require SGBV services, do you and other female members of your HH have the information you would need to access them?",sgbv_services_info,yes,0.27,17,refugee,,,select_one,Household
"In the past 12 months, are there specific educational services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",cultural_barriers_edu,dk,0.02,1,refugee,,,select_one,Household
"In the past 12 months, are there specific educational services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",cultural_barriers_edu,dwta,0.05,3,refugee,,,select_one,Household
"In the past 12 months, are there specific educational services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",cultural_barriers_edu,no,0.67,43,refugee,,,select_one,Household
"In the past 12 months, are there specific educational services that you or any female members of your household needed but were not able to seek due to certain cultural barriers, such as stigma or taboos?",cultural_barriers_edu,yes,0.27,17,refugee,,,select_one,Household
Are you aware of what education services are available in your locality?,education_services_info,dk,0.02,1,refugee,,,select_one,Household
Are you aware of what education services are available in your locality?,education_services_info,no,0.2,13,refugee,,,select_one,Household
Are you aware of what education services are available in your locality?,education_services_info,yes,0.78,50,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing education services?,education_security_risks,dk,0.03,2,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing education services?,education_security_risks,dwta,0.03,2,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing education services?,education_security_risks,no,0.81,52,refugee,,,select_one,Household
Are there any risks to safety and security that you or any female members of your household have faced when accessing education services?,education_security_risks,yes,0.12,8,refugee,,,select_one,Household
