Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
How long does it take for members of your household to travel to this health facility,travel_time_to_hh_healthcare,30_minutes_1hour,0.17,6,refugee,,,select_one,Household
How long does it take for members of your household to travel to this health facility,travel_time_to_hh_healthcare,dk,0.37,13,refugee,,,select_one,Household
How long does it take for members of your household to travel to this health facility,travel_time_to_hh_healthcare,less_than_30_minutes,0.34,12,refugee,,,select_one,Household
How long does it take for members of your household to travel to this health facility,travel_time_to_hh_healthcare,more_than_half_day,0.03,1,refugee,,,select_one,Household
Who owns this health facility ?,hh_healthcare_owner,community,0.04,1,refugee,,,select_one,Household
Who owns this health facility ?,hh_healthcare_owner,dk,0.18,5,refugee,,,select_one,Household
Who owns this health facility ?,hh_healthcare_owner,govt,0.75,21,refugee,,,select_one,Household
Who owns this health facility ?,hh_healthcare_owner,private_owner,0.04,1,refugee,,,select_one,Household
Is there an ambulance service accessible to households during emergency in your kebele?,ambulance_service_accessible,dk,0.05,33,refugee,,,select_one,Household
Is there an ambulance service accessible to households during emergency in your kebele?,ambulance_service_accessible,no,0.9,619,refugee,,,select_one,Household
Is there an ambulance service accessible to households during emergency in your kebele?,ambulance_service_accessible,yes,0.05,37,refugee,,,select_one,Household
"In the past 12 months, have you or anyone in your household had a health need for which they required assistance (regardless of whether assistance was recevied?)",health_need_assistance,dk,0.02,13,refugee,,,select_one,Household
"In the past 12 months, have you or anyone in your household had a health need for which they required assistance (regardless of whether assistance was recevied?)",health_need_assistance,no,0.19,128,refugee,,,select_one,Household
"In the past 12 months, have you or anyone in your household had a health need for which they required assistance (regardless of whether assistance was recevied?)",health_need_assistance,yes,0.8,548,refugee,,,select_one,Household
Did you or your household member(s) access the care that was needed?,hh_member_healthcare_needed,no,0.15,82,refugee,,,select_one,Household
Did you or your household member(s) access the care that was needed?,hh_member_healthcare_needed,partially,0.43,240,refugee,,,select_one,Household
Did you or your household member(s) access the care that was needed?,hh_member_healthcare_needed,yes,0.43,239,refugee,,,select_one,Household
"Were you, or they, able to reach to the facility in order to request care?",services_able_to_access,no,0.25,114,refugee,,,select_one,Household
"Were you, or they, able to reach to the facility in order to request care?",services_able_to_access,yes,0.75,334,refugee,,,select_one,Household
Have you or any members of your household had to pay for healthcare in the last 12 months,hh_healthcare_pay,dk,0.01,4,refugee,,,select_one,Household
Have you or any members of your household had to pay for healthcare in the last 12 months,hh_healthcare_pay,dwta,0,1,refugee,,,select_one,Household
Have you or any members of your household had to pay for healthcare in the last 12 months,hh_healthcare_pay,no,0.26,180,refugee,,,select_one,Household
Have you or any members of your household had to pay for healthcare in the last 12 months,hh_healthcare_pay,yes,0.73,504,refugee,,,select_one,Household
How did you and the members of your household pay for healthcare the last time you accessed healthcare services?,hh_payment_modality,cbhi,0.02,10,refugee,,,select_one,Household
How did you and the members of your household pay for healthcare the last time you accessed healthcare services?,hh_payment_modality,self_payment,0.98,494,refugee,,,select_one,Household
"If you have had to pay for healthcare, how much did it cost?",healthcare_payment_amount,healthcare_payment_amount,2149.12,494,refugee,,,integer,Household
Is your household a beneficiary of community based health insurance (CBHI)?,hh_beneficiary_cbhi,dk,0,1,refugee,,,select_one,Household
Is your household a beneficiary of community based health insurance (CBHI)?,hh_beneficiary_cbhi,no,0.95,656,refugee,,,select_one,Household
Is your household a beneficiary of community based health insurance (CBHI)?,hh_beneficiary_cbhi,yes,0.05,32,refugee,,,select_one,Household
Are there other (other than CBHI) ways of obtaining free health services?,hh_free_health_services,dk,0.03,20,refugee,,,select_one,Household
Are there other (other than CBHI) ways of obtaining free health services?,hh_free_health_services,no,0.84,582,refugee,,,select_one,Household
Are there other (other than CBHI) ways of obtaining free health services?,hh_free_health_services,yes,0.13,87,refugee,,,select_one,Household
Is there mental health care/treatment service available in your kebele?,mental_healthcare_service,dk,0.14,95,refugee,,,select_one,Household
Is there mental health care/treatment service available in your kebele?,mental_healthcare_service,no,0.86,590,refugee,,,select_one,Household
Is there mental health care/treatment service available in your kebele?,mental_healthcare_service,yes,0.01,4,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty healthcare in your locality?,hh_healthcare_information_level,not_informed,0.37,256,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty healthcare in your locality?,hh_healthcare_information_level,somewhat_informed,0.19,132,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty healthcare in your locality?,hh_healthcare_information_level,well_informed,0.44,301,refugee,,,select_one,Household
Has your household required nutrition services in the past three months?,hh_required_nutrition_services,dk,0.04,25,refugee,,,select_one,Household
Has your household required nutrition services in the past three months?,hh_required_nutrition_services,no,0.81,557,refugee,,,select_one,Household
Has your household required nutrition services in the past three months?,hh_required_nutrition_services,yes,0.16,107,refugee,,,select_one,Household
"If yes, were you or the member(s) of your household able to obtain the required nutrition service from the nearest functional primary healthcare facility?",hh_required_nutrition_services_yes,no,0.46,49,refugee,,,select_one,Household
"If yes, were you or the member(s) of your household able to obtain the required nutrition service from the nearest functional primary healthcare facility?",hh_required_nutrition_services_yes,yes,0.54,58,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty eduction in your locality?,information_about_education_availability,dwta,0.03,21,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty eduction in your locality?,information_about_education_availability,not_informed,0.38,259,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty eduction in your locality?,information_about_education_availability,somewhat_informed,0.13,92,refugee,,,select_one,Household
How informed do you think you and the members of your household are about the availabilty eduction in your locality?,information_about_education_availability,well_informed,0.46,317,refugee,,,select_one,Household
How do you receive information about eduction in your locality?,educ_information_reveived_way,community_leader,0.1,67,refugee,,,select_one,Household
How do you receive information about eduction in your locality?,educ_information_reveived_way,local_govt,0.33,222,refugee,,,select_one,Household
How do you receive information about eduction in your locality?,educ_information_reveived_way,no_information,0.37,244,refugee,,,select_one,Household
How do you receive information about eduction in your locality?,educ_information_reveived_way,other_community,0.2,135,refugee,,,select_one,Household
